-25,88,3,3,1000,Son Tra Mountain
-18,76,3,3,1000,Son Tra Mountain
-97,65,3,3,1000,First bridge
-88,17,3,3,1000,Second bridge
-85,-4,3,3,1000,Third bridge
-83,-24,3,3,1000,Forth bridge
-70,-54,3,3,1000,Fifth bridge
